,id,label
798,1597,3
799,1598,2
800,1599,2
801,1602,3
802,1604,1
803,1606,1
804,1607,0
805,1608,2
806,1609,3
807,1610,3
808,1612,3
809,1613,1
810,1615,3
811,1618,3
812,1620,3
813,1621,2
814,1622,3
815,1623,3
816,1624,2
817,1625,1
818,1627,1
819,1628,1
820,1629,1
821,1630,0
822,1636,0
823,1637,2
824,1638,0
825,1639,1
826,1641,2
827,1642,2
828,1644,1
829,1646,1
830,1647,2
831,1648,2
832,1651,2
833,1652,1
834,1653,2
835,1658,3
836,1660,1
837,1662,2
838,1663,2
839,1664,1
840,1665,3
841,1666,3
842,1667,1
843,1668,2
844,1669,1
845,1670,1
846,1671,2
847,1674,2
848,1675,1
849,1676,1
850,1677,0
851,1678,0
852,1679,0
853,1687,0
854,1691,3
855,1692,3
856,1695,3
857,1696,3
858,1697,3
859,1699,3
860,1701,1
861,1702,3
862,1703,3
863,1706,3
864,1707,1
865,1709,0
866,1711,2
867,1712,3
868,1713,2
869,1715,2
870,1716,1
871,1717,1
872,1718,2
873,1720,2
874,1721,2
875,1722,2
876,1723,0
877,1724,1
878,1725,1
879,1726,0
880,1736,1
881,1737,1
882,1738,2
883,1739,3
884,1741,3
885,1743,3
886,1745,2
887,1746,3
888,1747,0
889,1749,3
890,1750,3
891,1752,3
892,1753,3
893,1755,3
894,1756,3
895,1757,1
896,1760,1
897,1762,2
898,1764,2
899,1765,1
900,1766,1
901,1767,0
902,1769,1
903,1770,2
904,1771,1
905,1772,1
906,1774,1
907,1783,0
908,1784,1
909,1785,0
910,1786,0
911,1787,2
912,1788,2
913,1790,3
914,1791,2
915,1792,3
916,1793,3
917,1794,3
918,1795,0
919,1797,2
920,1798,2
921,1799,2
922,1800,3
923,1802,3
924,1804,3
925,1805,2
926,1806,2
927,1808,2
928,1810,1
929,1811,1
930,1812,0
931,1815,1
932,1817,0
933,1818,0
934,1819,2
935,1820,1
936,1822,0
937,1832,0
938,1833,0
939,1834,0
940,1835,1
941,1837,1
942,1839,3
943,1840,2
944,1841,2
945,1844,3
946,1845,3
947,1847,3
948,1848,3
949,1850,3
950,1851,2
951,1852,2
952,1853,3
953,1854,0
954,1856,1
955,1857,0
956,1858,0
957,1859,0
958,1861,1
959,1862,1
960,1864,0
961,1865,0
962,1881,2
963,1882,2
964,1883,3
965,1884,1
966,1885,2
967,1886,3
968,1888,2
969,1890,2
970,1892,2
971,1894,2
972,1895,0
973,1897,3
974,1898,1
975,1899,2
976,1900,3
977,1902,0
978,1904,0
979,1911,0
980,1912,0
981,1928,1
982,1929,1
983,1934,3
984,1935,2
985,1936,2
986,1937,3
987,1939,1
988,1942,2
989,1943,3
990,1947,2
991,1948,1
992,1949,2
993,1951,1
994,1977,0
995,1979,2
996,1980,1
997,1981,2
998,1983,2
999,1984,1
1000,1985,2
1001,1987,0
1002,1988,1
1003,1990,2
1004,1991,1
1005,1992,3
1006,1994,2
1007,1996,1
1008,1997,2
1009,1998,3
1010,1999,1
1011,2000,0
1012,2001,1
1013,2002,0
1014,2026,1
1015,2029,1
1016,2031,0
1017,2032,1
1018,2034,0
1019,2035,0
1020,2037,3
1021,2038,3
1022,2040,3
1023,2041,3
1024,2042,2
1025,2043,2
1026,2044,2
1027,2047,1
1028,2049,0
1029,2050,1
1030,2051,1
1031,2078,1
1032,2079,3
1033,2081,1
1034,2082,0
1035,2083,0
1036,2090,3
1037,2095,2
1038,2097,3
1039,2098,1
1040,2100,1
1041,2123,0
1042,2124,1
1043,2125,3
1044,2126,1
1045,2127,1
1046,2128,2
1047,2133,3
1048,2134,0
1049,2135,3
1050,2136,1
1051,2138,3
1052,2140,1
1053,2142,2
1054,2143,1
1055,2144,2
1056,2146,1
1057,2147,0
1058,2148,1
1059,2149,0
1060,2170,0
1061,2174,2
1062,2176,3
1063,2177,0
1064,2178,2
1065,2179,3
1066,2180,3
1067,2182,0
1068,2183,3
1069,2184,1
1070,2185,2
1071,2186,3
1072,2188,3
1073,2190,1
1074,2191,0
1075,2192,3
1076,2193,0
1077,2194,2
1078,2197,0
1079,2221,1
1080,2222,2
1081,2223,0
1082,2224,0
1083,2226,0
1084,2227,3
1085,2228,3
1086,2232,3
1087,2234,0
1088,2235,2
1089,2236,2
1090,2239,2
1091,2240,1
1092,2242,3
1093,2244,1
1094,2245,0
1095,2265,0
1096,2266,0
1097,2268,2
1098,2269,1
1099,2270,1
1100,2271,0
1101,2273,0
1102,2274,0
1103,2275,3
1104,2276,3
1105,2278,2
1106,2279,2
1107,2280,3
1108,2281,1
1109,2282,3
1110,2283,2
1111,2284,1
1112,2285,3
1113,2286,2
1114,2287,2
1115,2288,1
1116,2289,0
1117,2290,0
1118,2292,0
1119,2315,0
1120,2317,0
1121,2318,2
1122,2319,1
1123,2320,1
1124,2322,1
1125,2325,2
1126,2326,1
1127,2327,3
1128,2328,2
1129,2329,2
1130,2330,3
1131,2331,2
1132,2332,1
1133,2333,1
1134,2334,0
1135,2336,2
1136,2337,2
1137,2338,2
1138,2339,1
1139,2340,0
1140,2364,0
1141,2365,0
1142,2366,0
1143,2367,0
1144,2369,0
1145,2372,2
1146,2374,1
1147,2375,3
1148,2376,3
1149,2377,3
1150,2378,3
1151,2379,0
1152,2381,2
1153,2384,3
1154,2385,0
1155,2415,0
1156,2417,3
1157,2420,3
1158,2421,2
1159,2423,0
1160,2425,3
1161,2426,3
1162,2427,0
1163,2428,1
1164,2429,2
1165,2431,1
1166,2432,1
1167,2433,3
1168,2434,1
1169,2435,0
1170,2464,0
1171,2465,1
1172,2466,3
1173,2467,2
1174,2469,3
1175,2471,3
1176,2472,1
1177,2474,2
1178,2475,1
1179,2476,2
1180,2477,2
1181,2478,2
1182,2481,1
1183,2483,1
1184,2512,0
1185,2513,1
1186,2514,3
1187,2515,0
1188,2516,0
1189,2517,0
1190,2518,3
1191,2519,3
1192,2520,3
1193,2521,1
1194,2523,2
1195,2524,0
1196,2525,1
1197,2526,1
1198,2527,1
1199,2528,1
1200,2530,0
1201,2562,0
1202,2566,1
1203,2567,3
1204,2570,1
1205,2572,3
1206,2573,1
1207,2575,0
1208,2576,1
1209,2577,0
1210,2613,0
1211,2614,3
1212,2615,2
1213,2616,3
1214,2618,0
1215,2619,0
1216,2620,1
1217,2621,2
1218,2622,2
1219,2623,1
1220,2624,0
1221,2626,0
1222,2661,0
1223,2662,0
1224,2663,2
1225,2664,2
1226,2665,2
1227,2668,0
1228,2670,1
1229,2672,2
1230,2674,0
1231,2711,3
1232,2712,1
1233,2713,0
1234,2715,2
1235,2716,1
1236,2718,1
1237,2719,0
1238,2720,1
1239,2721,1
1240,2722,0
1241,2759,1
1242,2761,1
1243,2762,1
1244,2764,0
1245,2765,1
1246,2767,1
1247,2768,0
1248,2770,0
1249,2810,1
1250,2811,1
1251,2814,0
1252,2815,1
1253,2816,0
1254,2858,0
1255,2859,0
1256,2860,0
1257,2861,0
1258,2863,2
1259,2864,0
1260,2908,0
1261,2909,0
1262,2911,0
1263,2912,0
