id,label
1514,3
1516,3
1517,2
1518,3
1519,2
1520,3
1521,2
1522,3
1523,2
1524,3
1525,2
1527,1
1529,2
1530,0
1542,0
1543,0
1544,0
1545,0
1548,3
1549,3
1551,3
1553,3
1555,3
1556,3
1557,3
1558,3
1559,3
1560,3
1561,3
1563,3
1564,3
1565,1
1566,1
1567,3
1568,3
1569,3
1570,3
1574,1
1575,2
1578,0
1579,0
1580,0
1581,0
1582,0
1589,0
1590,0
1592,2
1593,0
1594,1
1595,2
1597,3
1598,2
1599,2
1602,3
1604,1
1606,1
1607,0
1608,2
1609,3
1610,3
1612,3
1613,1
1615,3
1618,3
1620,3
1621,2
1622,3
1623,3
1624,2
1625,1
1627,1
1628,1
1629,1
1630,0
1636,0
1637,2
1638,0
1639,1
1641,2
1642,2
1644,1
1646,1
1647,2
1648,2
1651,2
1652,1
1653,2
1658,3
1660,1
1662,2
1663,2
1664,1
1665,3
1666,3
1667,1
1668,2
1669,1
1670,1
1671,2
1674,2
1675,1
1676,1
1677,0
1678,0
1679,0
1687,0
1691,3
1692,3
1695,3
1696,3
1697,3
1699,3
1701,1
1702,3
1703,3
1706,3
1707,1
1709,0
1711,2
1712,3
1713,2
1715,2
1716,1
1717,1
1718,2
1720,2
1721,2
1722,2
1723,0
1724,1
1725,1
1726,0
1736,1
1737,1
1738,2
1739,3
1741,3
1743,3
1745,2
1746,3
1747,0
1749,3
1750,3
1752,3
1753,3
1755,3
1756,3
1757,1
1760,1
1762,2
1764,2
1765,1
1766,1
1767,0
1769,1
1770,2
1771,1
1772,1
1774,1
1783,0
1784,1
1785,0
1786,0
1787,2
1788,2
1790,3
1791,2
1792,3
1793,3
1794,3
1795,0
1797,2
1798,2
1799,2
1800,3
1802,3
1804,3
1805,2
1806,2
1808,2
1810,1
1811,1
1812,0
1815,1
1817,0
1818,0
1819,2
1820,1
1822,0
1832,0
1833,0
1834,0
1835,1
1837,1
1839,3
1840,2
1841,2
1844,3
1845,3
1847,3
1848,3
1850,3
1851,2
1852,2
1853,3
1854,0
1856,1
1857,0
1858,0
1859,0
1861,1
1862,1
1864,0
1865,0
1881,2
1882,2
1883,3
1884,1
1885,2
1886,3
1888,2
1890,2
1892,2
1894,2
1895,0
1897,3
1898,1
1899,2
1900,3
1902,0
1904,0
1911,0
1912,0
1928,1
1929,1
1934,3
1935,2
1936,2
1937,3
1939,1
1942,2
1943,3
1947,2
1948,1
1949,2
1951,1
1977,0
1979,2
1980,1
1981,2
1983,2
1984,1
1985,2
1987,0
1988,1
1990,2
1991,1
1992,3
1994,2
1996,1
1997,2
1998,3
1999,1
2000,0
2001,1
2002,0
2026,1
2029,1
2031,0
2032,1
2034,0
2035,0
2037,3
2038,3
2040,3
2041,3
2042,2
2043,2
2044,2
2047,1
2049,0
2050,1
2051,1
2078,1
2079,3
2081,1
2082,0
2083,0
2090,3
2095,2
2097,3
2098,1
2100,1
2123,0
2124,1
2125,3
2126,1
2127,1
2128,2
2133,3
2134,0
2135,3
2136,1
2138,3
2140,1
2142,2
2143,1
2144,2
2146,1
2147,0
2148,1
2149,0
2170,0
2174,2
2176,3
2177,0
2178,2
2179,3
2180,3
2182,0
2183,3
2184,1
2185,2
2186,3
2188,3
2190,1
2191,0
2192,3
2193,0
2194,2
2197,0
2221,1
2222,2
2223,0
2224,0
2226,0
2227,3
2228,3
2232,3
2234,0
2235,2
2236,2
2239,2
2240,1
2242,3
2244,1
2245,0
2265,0
2266,0
2268,2
2269,1
2270,1
2271,0
2273,0
2274,0
2275,3
2276,3
2278,2
2279,2
2280,3
2281,1
2282,3
2283,2
2284,1
2285,3
2286,2
2287,2
2288,1
2289,0
2290,0
2292,0
2315,0
2317,0
2318,2
2319,1
2320,1
2322,1
2325,2
2326,1
2327,3
2328,2
2329,2
2330,3
2331,2
2332,1
2333,1
2334,0
2336,2
2337,2
2338,2
2339,1
2340,0
2364,0
2365,0
2366,0
2367,0
2369,0
2372,2
2374,1
2375,3
2376,3
2377,3
2378,3
2379,0
2381,2
2384,3
2385,0
2415,0
2417,3
2420,3
2421,2
2423,0
2425,3
2426,3
2427,0
2428,1
2429,2
2431,1
2432,1
2433,3
2434,1
2435,0
2464,0
2465,1
2466,3
2467,2
2469,3
2471,3
2472,1
2474,2
2475,1
2476,2
2477,2
2478,2
2481,1
2483,1
2512,0
2513,1
2514,3
2515,0
2516,0
2517,0
2518,3
2519,3
2520,3
2521,1
2523,2
2524,0
2525,1
2526,1
2527,1
2528,1
2530,0
2562,0
2566,1
2567,3
2570,1
2572,3
2573,1
2575,0
2576,1
2577,0
2613,0
2614,3
2615,2
2616,3
2618,0
2619,0
2620,1
2621,2
2622,2
2623,1
2624,0
2626,0
2661,0
2662,0
2663,2
2664,2
2665,2
2668,0
2670,1
2672,2
2674,0
2711,3
2712,1
2713,0
2715,2
2716,1
2718,1
2719,0
2720,1
2721,1
2722,0
2759,1
2761,1
2762,1
2764,0
2765,1
2767,1
2768,0
2770,0
2810,1
2811,1
2814,0
2815,1
2816,0
2858,0
2859,0
2860,0
2861,0
2863,2
2864,0
2908,0
2909,0
2911,0
2912,0
